clip_name,clip_stem,scenario_id,behavior_class,active_start_sec,active_end_sec,use_manual,notes
LD02_looking_down_take05.mp4,LD02_looking_down_take05,LD02,looking_down,3,8,TRUE,
LD02_looking_down_take06.mp4,LD02_looking_down_take06,LD02,looking_down,4,9,TRUE,
LD02_looking_down_take08.mp4,LD02_looking_down_take08,LD02,looking_down,3,8,TRUE,
LD03_looking_down_take01.mp4,LD03_looking_down_take01,LD03,looking_down,4,8,TRUE,
LD03_looking_down_take03.mp4,LD03_looking_down_take03,LD03,looking_down,4,9,TRUE,
LD03_looking_down_take04.mp4,LD03_looking_down_take04,LD03,looking_down,4,9,TRUE,
LD03_looking_down_take06.mp4,LD03_looking_down_take06,LD03,looking_down,0,4,TRUE,
LD03_looking_down_take07.mp4,LD03_looking_down_take07,LD03,looking_down,3,9,TRUE,"looks like just looking in a sideay down , not proper looking down "
LD03_looking_down_take08.mp4,LD03_looking_down_take08,LD03,looking_down,4,8,TRUE,
LD04_looking_down_take01.mp4,LD04_looking_down_take01,LD04,looking_down,3,9,TRUE,
LD04_looking_down_take02.mp4,LD04_looking_down_take02,LD04,looking_down,4,9,TRUE,
LD04_looking_down_take03.mp4,LD04_looking_down_take03,LD04,looking_down,3,8,TRUE,
LD04_looking_down_take04.mp4,LD04_looking_down_take04,LD04,looking_down,4,9,TRUE,
LD04_looking_down_take05.mp4,LD04_looking_down_take05,LD04,looking_down,3,9,TRUE,
LD04_looking_down_take06.mp4,LD04_looking_down_take06,LD04,looking_down,4,9,TRUE,
LD04_looking_down_take07.mp4,LD04_looking_down_take07,LD04,looking_down,4,9,TRUE,
LD04_looking_down_take08.mp4,LD04_looking_down_take08,LD04,looking_down,5,9,TRUE,
LD05_looking_down_take01.mp4,LD05_looking_down_take01,LD05,looking_down,5,9,TRUE,
LD05_looking_down_take03.mp4,LD05_looking_down_take03,LD05,looking_down,2,8,TRUE,
LD05_looking_down_take04.mp4,LD05_looking_down_take04,LD05,looking_down,4,9,TRUE,
LD05_looking_down_take05.mp4,LD05_looking_down_take05,LD05,looking_down,3,8,TRUE,
LD05_looking_down_take06.mp4,LD05_looking_down_take06,LD05,looking_down,2,8,TRUE,
LD05_looking_down_take07.mp4,LD05_looking_down_take07,LD05,looking_down,3,9,TRUE,
LD05_looking_down_take08.mp4,LD05_looking_down_take08,LD05,looking_down,3,9,TRUE,
LD06_looking_down_take01.mp4,LD06_looking_down_take01,LD06,looking_down,4,9,TRUE,
LD06_looking_down_take02.mp4,LD06_looking_down_take02,LD06,looking_down,4,9,TRUE,
LD06_looking_down_take04.mp4,LD06_looking_down_take04,LD06,looking_down,4,8,TRUE,
LD06_looking_down_take05.mp4,LD06_looking_down_take05,LD06,looking_down,4,8,TRUE,
LD06_looking_down_take06.mp4,LD06_looking_down_take06,LD06,looking_down,3,9,TRUE,
LD06_looking_down_take07.mp4,LD06_looking_down_take07,LD06,looking_down,5,9,TRUE,
