clip_name,behavior_class,target_seat,scenario_id,hard_negative_type,total_frames,sampled_frames,fps,avg_people_detected,min_people_detected,max_people_detected,npz_path
L06_looking_sideways_take06.mp4,looking_sideways,B2,L06,,249,249,25.0,7.2,7,8,poses\L06_looking_sideways_take06.npz
L06_looking_sideways_take07.mp4,looking_sideways,B3,L06,,249,249,25.0,7.9,7,8,poses\L06_looking_sideways_take07.npz
L07_looking_sideways_take01.mp4,looking_sideways,A1,L07,,249,249,25.0,7.1,7,8,poses\L07_looking_sideways_take01.npz
L07_looking_sideways_take02.mp4,looking_sideways,A2,L07,,249,249,25.0,7.2,7,8,poses\L07_looking_sideways_take02.npz
L07_looking_sideways_take03.mp4,looking_sideways,A3,L07,,249,249,25.0,7.2,7,8,poses\L07_looking_sideways_take03.npz
L07_looking_sideways_take04.mp4,looking_sideways,A4,L07,,249,249,25.0,7.0,7,8,poses\L07_looking_sideways_take04.npz
L07_looking_sideways_take07.mp4,looking_sideways,B3,L07,,249,249,25.0,7.3,7,8,poses\L07_looking_sideways_take07.npz
L07_looking_sideways_take08.mp4,looking_sideways,B4,L07,,249,249,25.0,7.8,7,8,poses\L07_looking_sideways_take08.npz
L08_looking_sideways_take01.mp4,looking_sideways,A1,L08,,249,249,25.0,7.6,7,8,poses\L08_looking_sideways_take01.npz
L08_looking_sideways_take02.mp4,looking_sideways,A2,L08,,249,249,25.0,7.3,7,8,poses\L08_looking_sideways_take02.npz
L08_looking_sideways_take03.mp4,looking_sideways,A3,L08,,249,249,25.0,7.9,7,8,poses\L08_looking_sideways_take03.npz
L08_looking_sideways_take05.mp4,looking_sideways,B1,L08,,249,249,25.0,8.0,7,8,poses\L08_looking_sideways_take05.npz
L08_looking_sideways_take06.mp4,looking_sideways,B2,L08,,249,249,25.0,8.0,8,8,poses\L08_looking_sideways_take06.npz
L08_looking_sideways_take07.mp4,looking_sideways,B3,L08,,249,249,25.0,8.0,8,8,poses\L08_looking_sideways_take07.npz
L08_looking_sideways_take08.mp4,looking_sideways,B4,L08,,249,249,25.0,8.0,8,8,poses\L08_looking_sideways_take08.npz
LE01_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,A1,LE01,,249,249,25.0,7.9,6,8,poses\LE01_leaning_to_neighbor_take01.npz
LE01_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,A2,LE01,,249,249,25.0,8.0,7,8,poses\LE01_leaning_to_neighbor_take02.npz
LE01_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,A3,LE01,,249,249,25.0,8.0,7,8,poses\LE01_leaning_to_neighbor_take03.npz
LE01_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,A4,LE01,,249,249,25.0,7.9,7,8,poses\LE01_leaning_to_neighbor_take04.npz
LE01_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,B1,LE01,,249,249,25.0,7.9,7,8,poses\LE01_leaning_to_neighbor_take05.npz
LE01_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,B2,LE01,,249,249,25.0,8.0,7,8,poses\LE01_leaning_to_neighbor_take06.npz
LE01_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,B3,LE01,,249,249,25.0,7.5,7,8,poses\LE01_leaning_to_neighbor_take07.npz
LE01_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,B4,LE01,,249,249,25.0,7.9,7,8,poses\LE01_leaning_to_neighbor_take08.npz
LE02_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,A1,LE02,,249,249,25.0,8.0,8,8,poses\LE02_leaning_to_neighbor_take01.npz
LE02_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,A2,LE02,,249,249,25.0,8.0,7,8,poses\LE02_leaning_to_neighbor_take02.npz
LE02_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,A3,LE02,,249,249,25.0,7.5,7,8,poses\LE02_leaning_to_neighbor_take03.npz
LE02_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,A4,LE02,,249,249,25.0,8.0,7,8,poses\LE02_leaning_to_neighbor_take04.npz
LE02_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,B1,LE02,,249,249,25.0,8.0,8,8,poses\LE02_leaning_to_neighbor_take05.npz
LE02_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,B2,LE02,,249,249,25.0,8.0,8,8,poses\LE02_leaning_to_neighbor_take06.npz
LE02_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,B3,LE02,,249,249,25.0,8.0,8,8,poses\LE02_leaning_to_neighbor_take07.npz
LE02_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,B4,LE02,,249,249,25.0,7.6,7,8,poses\LE02_leaning_to_neighbor_take08.npz
LE03_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,A1,LE03,,249,249,25.0,8.0,8,8,poses\LE03_leaning_to_neighbor_take01.npz
LE03_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,A2,LE03,,249,249,25.0,8.0,8,8,poses\LE03_leaning_to_neighbor_take02.npz
LE03_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,A3,LE03,,249,249,25.0,8.0,8,8,poses\LE03_leaning_to_neighbor_take03.npz
LE03_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,A4,LE03,,249,249,25.0,7.9,7,8,poses\LE03_leaning_to_neighbor_take04.npz
LE03_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,B1,LE03,,249,249,25.0,8.0,8,8,poses\LE03_leaning_to_neighbor_take05.npz
LE03_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,B2,LE03,,249,249,25.0,8.0,8,8,poses\LE03_leaning_to_neighbor_take06.npz
LE03_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,B3,LE03,,249,249,25.0,7.9,7,8,poses\LE03_leaning_to_neighbor_take07.npz
LE03_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,B4,LE03,,249,249,25.0,7.9,7,8,poses\LE03_leaning_to_neighbor_take08.npz
LE04_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,A1,LE04,,249,249,25.0,8.0,8,8,poses\LE04_leaning_to_neighbor_take01.npz
LE04_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,A2,LE04,,249,249,25.0,7.3,5,8,poses\LE04_leaning_to_neighbor_take02.npz
LE04_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,A3,LE04,,249,249,25.0,7.9,7,8,poses\LE04_leaning_to_neighbor_take03.npz
LE04_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,A4,LE04,,249,249,25.0,7.9,7,8,poses\LE04_leaning_to_neighbor_take04.npz
LE04_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,B1,LE04,,249,249,25.0,8.0,8,8,poses\LE04_leaning_to_neighbor_take05.npz
LE04_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,B2,LE04,,249,249,25.0,8.0,8,8,poses\LE04_leaning_to_neighbor_take06.npz
LE04_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,B3,LE04,,249,249,25.0,8.0,8,8,poses\LE04_leaning_to_neighbor_take07.npz
LE04_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,B4,LE04,,249,249,25.0,8.0,8,8,poses\LE04_leaning_to_neighbor_take08.npz
LE05_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,A1,LE05,,249,249,25.0,6.4,6,7,poses\LE05_leaning_to_neighbor_take01.npz
LE05_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,A2,LE05,,249,249,25.0,7.5,6,8,poses\LE05_leaning_to_neighbor_take02.npz
LE05_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,A3,LE05,,249,249,25.0,7.6,6,8,poses\LE05_leaning_to_neighbor_take03.npz
LE05_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,A4,LE05,,249,249,25.0,8.0,7,8,poses\LE05_leaning_to_neighbor_take04.npz
LE05_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,B1,LE05,,249,249,25.0,7.7,6,8,poses\LE05_leaning_to_neighbor_take05.npz
LE05_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,B2,LE05,,249,249,25.0,8.0,8,8,poses\LE05_leaning_to_neighbor_take06.npz
LE05_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,B3,LE05,,249,249,25.0,8.0,8,8,poses\LE05_leaning_to_neighbor_take07.npz
LE05_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,B4,LE05,,249,249,25.0,8.0,7,8,poses\LE05_leaning_to_neighbor_take08.npz
LE06_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,A1,LE06,,249,249,25.0,7.7,7,8,poses\LE06_leaning_to_neighbor_take01.npz
LE06_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,A2,LE06,,249,249,25.0,7.6,7,8,poses\LE06_leaning_to_neighbor_take02.npz
LE06_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,A3,LE06,,249,249,25.0,7.3,6,8,poses\LE06_leaning_to_neighbor_take03.npz
LE06_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,A4,LE06,,249,249,25.0,7.1,7,8,poses\LE06_leaning_to_neighbor_take04.npz
LE06_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,B1,LE06,,249,249,25.0,7.0,7,7,poses\LE06_leaning_to_neighbor_take05.npz
LE06_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,B2,LE06,,249,249,25.0,7.0,7,8,poses\LE06_leaning_to_neighbor_take06.npz
LE06_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,B3,LE06,,249,249,25.0,7.0,7,8,poses\LE06_leaning_to_neighbor_take07.npz
LE06_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,B4,LE06,,249,249,25.0,7.4,7,8,poses\LE06_leaning_to_neighbor_take08.npz
LE07_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,A1,LE07,,249,249,25.0,7.1,7,8,poses\LE07_leaning_to_neighbor_take01.npz
LE07_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,A2,LE07,,249,249,25.0,7.0,6,8,poses\LE07_leaning_to_neighbor_take02.npz
LE07_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,A3,LE07,,249,249,25.0,6.9,6,8,poses\LE07_leaning_to_neighbor_take03.npz
LE07_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,A4,LE07,,249,249,25.0,7.8,7,8,poses\LE07_leaning_to_neighbor_take04.npz
LE07_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,B1,LE07,,249,249,25.0,7.1,7,8,poses\LE07_leaning_to_neighbor_take05.npz
LE07_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,B2,LE07,,249,249,25.0,7.1,7,8,poses\LE07_leaning_to_neighbor_take06.npz
LE07_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,B3,LE07,,249,249,25.0,7.3,7,8,poses\LE07_leaning_to_neighbor_take07.npz
LE07_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,B4,LE07,,249,249,25.0,7.3,7,8,poses\LE07_leaning_to_neighbor_take08.npz
LE08_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,A1,LE08,,249,249,25.0,8.0,7,8,poses\LE08_leaning_to_neighbor_take01.npz
LE08_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,A2,LE08,,249,249,25.0,7.6,7,8,poses\LE08_leaning_to_neighbor_take02.npz
LE08_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,A3,LE08,,249,249,25.0,7.6,7,8,poses\LE08_leaning_to_neighbor_take03.npz
LE08_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,B1,LE08,,249,249,25.0,8.0,8,8,poses\LE08_leaning_to_neighbor_take05.npz
LE08_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,B2,LE08,,249,249,25.0,8.0,8,8,poses\LE08_leaning_to_neighbor_take06.npz
LE08_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,B3,LE08,,249,249,25.0,8.0,7,8,poses\LE08_leaning_to_neighbor_take07.npz
LE08_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,B4,LE08,,249,249,25.0,7.5,7,8,poses\LE08_leaning_to_neighbor_take08.npz
T01_talking_to_neighbor_take01.mp4,talking_to_neighbor,A1,T01,,249,249,25.0,7.0,7,7,poses\T01_talking_to_neighbor_take01.npz
T01_talking_to_neighbor_take03.mp4,talking_to_neighbor,A3,T01,,249,249,25.0,7.0,7,7,poses\T01_talking_to_neighbor_take03.npz
T01_talking_to_neighbor_take04.mp4,talking_to_neighbor,B1,T01,,249,249,25.0,7.0,7,7,poses\T01_talking_to_neighbor_take04.npz
T01_talking_to_neighbor_take05.mp4,talking_to_neighbor,B2,T01,,249,249,25.0,7.0,7,7,poses\T01_talking_to_neighbor_take05.npz
T01_talking_to_neighbor_take06.mp4,talking_to_neighbor,B3,T01,,249,249,25.0,7.0,7,7,poses\T01_talking_to_neighbor_take06.npz
T02_talking_to_neighbor_take01.mp4,talking_to_neighbor,A1,T02,,249,249,25.0,7.8,7,8,poses\T02_talking_to_neighbor_take01.npz
T02_talking_to_neighbor_take02.mp4,talking_to_neighbor,A2,T02,,249,249,25.0,8.0,8,8,poses\T02_talking_to_neighbor_take02.npz
T02_talking_to_neighbor_take03.mp4,talking_to_neighbor,A3,T02,,249,249,25.0,8.0,8,8,poses\T02_talking_to_neighbor_take03.npz
T02_talking_to_neighbor_take04.mp4,talking_to_neighbor,B1,T02,,249,249,25.0,8.0,8,8,poses\T02_talking_to_neighbor_take04.npz
T02_talking_to_neighbor_take05.mp4,talking_to_neighbor,B2,T02,,249,249,25.0,8.0,8,8,poses\T02_talking_to_neighbor_take05.npz
T02_talking_to_neighbor_take06.mp4,talking_to_neighbor,B3,T02,,249,249,25.0,8.0,8,8,poses\T02_talking_to_neighbor_take06.npz
T03_talking_to_neighbor_take01.mp4,talking_to_neighbor,A1,T03,,249,249,25.0,7.0,7,7,poses\T03_talking_to_neighbor_take01.npz
T03_talking_to_neighbor_take02.mp4,talking_to_neighbor,A2,T03,,249,249,25.0,7.0,7,7,poses\T03_talking_to_neighbor_take02.npz
T03_talking_to_neighbor_take03.mp4,talking_to_neighbor,A3,T03,,249,249,25.0,7.0,7,7,poses\T03_talking_to_neighbor_take03.npz
T03_talking_to_neighbor_take04.mp4,talking_to_neighbor,B1,T03,,249,249,25.0,7.0,7,7,poses\T03_talking_to_neighbor_take04.npz
T03_talking_to_neighbor_take05.mp4,talking_to_neighbor,B2,T03,,249,249,25.0,7.0,7,7,poses\T03_talking_to_neighbor_take05.npz
T03_talking_to_neighbor_take06.mp4,talking_to_neighbor,B3,T03,,249,249,25.0,7.7,7,8,poses\T03_talking_to_neighbor_take06.npz
T04_talking_to_neighbor_take01.mp4,talking_to_neighbor,A1,T04,,249,249,25.0,7.2,7,8,poses\T04_talking_to_neighbor_take01.npz
T04_talking_to_neighbor_take02.mp4,talking_to_neighbor,A2,T04,,249,249,25.0,7.5,7,8,poses\T04_talking_to_neighbor_take02.npz
T04_talking_to_neighbor_take03.mp4,talking_to_neighbor,A3,T04,,249,249,25.0,7.5,6,8,poses\T04_talking_to_neighbor_take03.npz
T04_talking_to_neighbor_take04.mp4,talking_to_neighbor,B1,T04,,249,249,25.0,6.9,6,8,poses\T04_talking_to_neighbor_take04.npz
T04_talking_to_neighbor_take05.mp4,talking_to_neighbor,B2,T04,,249,249,25.0,7.0,7,7,poses\T04_talking_to_neighbor_take05.npz
T04_talking_to_neighbor_take06.mp4,talking_to_neighbor,B3,T04,,249,249,25.0,7.7,7,8,poses\T04_talking_to_neighbor_take06.npz
T05_talking_to_neighbor_take01.mp4,talking_to_neighbor,A1,T05,,249,249,25.0,8.0,7,8,poses\T05_talking_to_neighbor_take01.npz
T05_talking_to_neighbor_take02.mp4,talking_to_neighbor,A2,T05,,249,249,25.0,8.0,8,8,poses\T05_talking_to_neighbor_take02.npz
T05_talking_to_neighbor_take03.mp4,talking_to_neighbor,A3,T05,,249,249,25.0,8.0,8,8,poses\T05_talking_to_neighbor_take03.npz
T05_talking_to_neighbor_take04.mp4,talking_to_neighbor,B1,T05,,249,249,25.0,8.0,8,8,poses\T05_talking_to_neighbor_take04.npz
T05_talking_to_neighbor_take05.mp4,talking_to_neighbor,B2,T05,,249,249,25.0,8.0,8,8,poses\T05_talking_to_neighbor_take05.npz
T05_talking_to_neighbor_take06.mp4,talking_to_neighbor,B3,T05,,249,249,25.0,8.0,8,8,poses\T05_talking_to_neighbor_take06.npz
T06_talking_to_neighbor_take01.mp4,talking_to_neighbor,A1,T06,,249,249,25.0,8.0,7,8,poses\T06_talking_to_neighbor_take01.npz
T06_talking_to_neighbor_take02.mp4,talking_to_neighbor,A2,T06,,249,249,25.0,8.0,8,8,poses\T06_talking_to_neighbor_take02.npz
T06_talking_to_neighbor_take03.mp4,talking_to_neighbor,A3,T06,,249,249,25.0,7.8,7,8,poses\T06_talking_to_neighbor_take03.npz
T06_talking_to_neighbor_take04.mp4,talking_to_neighbor,B1,T06,,249,249,25.0,8.0,8,8,poses\T06_talking_to_neighbor_take04.npz
T06_talking_to_neighbor_take05.mp4,talking_to_neighbor,B2,T06,,249,249,25.0,8.0,7,8,poses\T06_talking_to_neighbor_take05.npz
T06_talking_to_neighbor_take06.mp4,talking_to_neighbor,B3,T06,,249,249,25.0,7.5,7,8,poses\T06_talking_to_neighbor_take06.npz
T07_talking_to_neighbor_take01.mp4,talking_to_neighbor,A1,T07,,249,249,25.0,8.0,7,8,poses\T07_talking_to_neighbor_take01.npz
T07_talking_to_neighbor_take02.mp4,talking_to_neighbor,A2,T07,,249,249,25.0,8.0,8,8,poses\T07_talking_to_neighbor_take02.npz
T07_talking_to_neighbor_take04.mp4,talking_to_neighbor,B1,T07,,249,249,25.0,8.0,7,8,poses\T07_talking_to_neighbor_take04.npz
T07_talking_to_neighbor_take05.mp4,talking_to_neighbor,B2,T07,,249,249,25.0,8.0,8,8,poses\T07_talking_to_neighbor_take05.npz
T07_talking_to_neighbor_take06.mp4,talking_to_neighbor,B3,T07,,249,249,25.0,7.4,7,8,poses\T07_talking_to_neighbor_take06.npz
T08_talking_to_neighbor_take01.mp4,talking_to_neighbor,A1,T08,,249,249,25.0,8.0,8,8,poses\T08_talking_to_neighbor_take01.npz
T08_talking_to_neighbor_take02.mp4,talking_to_neighbor,A2,T08,,249,249,25.0,8.0,8,8,poses\T08_talking_to_neighbor_take02.npz
T08_talking_to_neighbor_take03.mp4,talking_to_neighbor,A3,T08,,249,249,25.0,7.9,7,8,poses\T08_talking_to_neighbor_take03.npz
T08_talking_to_neighbor_take04.mp4,talking_to_neighbor,B1,T08,,249,249,25.0,7.9,7,8,poses\T08_talking_to_neighbor_take04.npz
T08_talking_to_neighbor_take05.mp4,talking_to_neighbor,B2,T08,,249,249,25.0,8.0,8,8,poses\T08_talking_to_neighbor_take05.npz
T08_talking_to_neighbor_take06.mp4,talking_to_neighbor,B3,T08,,249,249,25.0,7.4,7,8,poses\T08_talking_to_neighbor_take06.npz
LD01_looking_down_take01.mp4,looking_down,A1,LD01,,300,300,30.0,8.0,8,8,poses\LD01_looking_down_take01.npz
LD01_looking_down_take02.mp4,looking_down,A2,LD01,,300,300,30.0,8.0,8,8,poses\LD01_looking_down_take02.npz
LD01_looking_down_take03.mp4,looking_down,A3,LD01,,300,300,30.0,8.0,8,8,poses\LD01_looking_down_take03.npz
LD01_looking_down_take04.mp4,looking_down,A4,LD01,,300,300,30.0,8.0,8,8,poses\LD01_looking_down_take04.npz
LD01_looking_down_take05.mp4,looking_down,B1,LD01,,300,300,30.0,7.9,7,8,poses\LD01_looking_down_take05.npz
LD01_looking_down_take06.mp4,looking_down,B2,LD01,,300,300,30.0,8.0,8,8,poses\LD01_looking_down_take06.npz
LD01_looking_down_take07.mp4,looking_down,B3,LD01,,300,300,30.0,8.0,8,8,poses\LD01_looking_down_take07.npz
LD01_looking_down_take08.mp4,looking_down,B4,LD01,,300,300,30.0,7.5,7,8,poses\LD01_looking_down_take08.npz
LD02_looking_down_take01.mp4,looking_down,A1,LD02,,300,300,30.0,8.0,8,8,poses\LD02_looking_down_take01.npz
LD02_looking_down_take02.mp4,looking_down,A2,LD02,,300,300,30.0,7.8,6,8,poses\LD02_looking_down_take02.npz
LD02_looking_down_take03.mp4,looking_down,A3,LD02,,300,300,30.0,8.0,8,8,poses\LD02_looking_down_take03.npz
LD02_looking_down_take04.mp4,looking_down,A4,LD02,,300,300,30.0,8.0,7,8,poses\LD02_looking_down_take04.npz
LD02_looking_down_take05.mp4,looking_down,B1,LD02,,300,300,30.0,8.0,8,8,poses\LD02_looking_down_take05.npz
LD02_looking_down_take06.mp4,looking_down,B2,LD02,,300,300,30.0,8.0,8,8,poses\LD02_looking_down_take06.npz
LD02_looking_down_take08.mp4,looking_down,B4,LD02,,300,300,30.0,8.0,8,8,poses\LD02_looking_down_take08.npz
LD03_looking_down_take01.mp4,looking_down,A1,LD03,,300,300,30.0,7.7,7,8,poses\LD03_looking_down_take01.npz
LD03_looking_down_take03.mp4,looking_down,A3,LD03,,300,300,30.0,8.0,8,8,poses\LD03_looking_down_take03.npz
LD03_looking_down_take04.mp4,looking_down,A4,LD03,,300,300,30.0,8.0,8,8,poses\LD03_looking_down_take04.npz
LD03_looking_down_take06.mp4,looking_down,B2,LD03,,300,300,30.0,8.0,8,8,poses\LD03_looking_down_take06.npz
LD03_looking_down_take07.mp4,looking_down,B3,LD03,,300,300,30.0,8.0,8,8,poses\LD03_looking_down_take07.npz
LD03_looking_down_take08.mp4,looking_down,B4,LD03,,300,300,30.0,8.0,8,8,poses\LD03_looking_down_take08.npz
LD04_looking_down_take01.mp4,looking_down,A1,LD04,,300,300,30.0,7.5,7,8,poses\LD04_looking_down_take01.npz
LD04_looking_down_take02.mp4,looking_down,A2,LD04,,300,300,30.0,8.0,8,8,poses\LD04_looking_down_take02.npz
LD04_looking_down_take03.mp4,looking_down,A3,LD04,,300,300,30.0,8.0,8,8,poses\LD04_looking_down_take03.npz
LD04_looking_down_take04.mp4,looking_down,A4,LD04,,300,300,30.0,7.8,7,8,poses\LD04_looking_down_take04.npz
LD04_looking_down_take05.mp4,looking_down,B4,LD04,,300,300,30.0,8.0,8,8,poses\LD04_looking_down_take05.npz
LD04_looking_down_take06.mp4,looking_down,B3,LD04,,300,300,30.0,8.0,8,8,poses\LD04_looking_down_take06.npz
LD04_looking_down_take07.mp4,looking_down,B2,LD04,,300,300,30.0,8.0,8,8,poses\LD04_looking_down_take07.npz
LD04_looking_down_take08.mp4,looking_down,B1,LD04,,300,300,30.0,8.0,8,8,poses\LD04_looking_down_take08.npz
LD05_looking_down_take01.mp4,looking_down,A1,LD05,,300,300,30.0,7.4,7,8,poses\LD05_looking_down_take01.npz
LD05_looking_down_take03.mp4,looking_down,A3,LD05,,300,300,30.0,8.0,8,8,poses\LD05_looking_down_take03.npz
LD05_looking_down_take04.mp4,looking_down,A4,LD05,,300,300,30.0,8.0,8,8,poses\LD05_looking_down_take04.npz
LD05_looking_down_take05.mp4,looking_down,B4,LD05,,300,300,30.0,7.4,7,8,poses\LD05_looking_down_take05.npz
LD05_looking_down_take06.mp4,looking_down,B3,LD05,,300,300,30.0,7.4,7,8,poses\LD05_looking_down_take06.npz
LD05_looking_down_take07.mp4,looking_down,B2,LD05,,300,300,30.0,7.1,6,8,poses\LD05_looking_down_take07.npz
LD05_looking_down_take08.mp4,looking_down,B1,LD05,,300,300,30.0,7.4,7,8,poses\LD05_looking_down_take08.npz
LD06_looking_down_take01.mp4,looking_down,A1,LD06,,300,300,30.0,8.0,8,8,poses\LD06_looking_down_take01.npz
LD06_looking_down_take02.mp4,looking_down,A2,LD06,,300,300,30.0,7.9,7,8,poses\LD06_looking_down_take02.npz
LD06_looking_down_take04.mp4,looking_down,A4,LD06,,300,300,30.0,7.7,7,8,poses\LD06_looking_down_take04.npz
LD06_looking_down_take05.mp4,looking_down,B1,LD06,,300,300,30.0,8.0,8,8,poses\LD06_looking_down_take05.npz
LD06_looking_down_take06.mp4,looking_down,B2,LD06,,300,300,30.0,8.0,8,8,poses\LD06_looking_down_take06.npz
LD06_looking_down_take07.mp4,looking_down,B3,LD06,,300,300,30.0,8.0,8,8,poses\LD06_looking_down_take07.npz
