clip_name,behavior_class,target_seat,scenario_id,num_frames,overall_visibility,quality,bad_nose_frames_pct,bad_wrist_frames_pct,nose,left_eye,right_eye,left_ear,right_ear,mouth_left,mouth_right,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip
LD03_looking_down_take04,looking_down,A4,LD03,300,0.964,good,0.0,0.0,0.999,0.998,0.998,0.999,0.998,0.999,1.0,1.0,0.999,0.98,0.964,0.914,0.891,0.834,0.885
LD03_looking_down_take06,looking_down,B2,LD03,300,0.955,good,0.0,0.0,0.998,0.997,0.997,0.998,0.998,0.999,0.999,1.0,0.999,0.974,0.939,0.868,0.86,0.829,0.869
LD03_looking_down_take07,looking_down,B3,LD03,300,0.958,good,0.0,0.0,0.997,0.997,0.996,0.998,0.996,0.999,0.999,1.0,0.998,0.98,0.934,0.892,0.86,0.847,0.88
LD03_looking_down_take08,looking_down,B4,LD03,300,0.955,good,1.0,1.0,0.996,0.996,0.994,0.997,0.995,0.998,0.998,1.0,0.999,0.977,0.956,0.886,0.878,0.807,0.843
LD04_looking_down_take01,looking_down,A1,LD04,300,0.949,good,0.7,0.7,0.995,0.996,0.994,0.997,0.996,0.998,0.998,1.0,0.999,0.94,0.963,0.85,0.908,0.787,0.81
LD04_looking_down_take02,looking_down,A2,LD04,300,0.945,good,0.0,0.0,0.998,0.998,0.998,0.998,0.999,0.999,1.0,1.0,0.999,0.942,0.956,0.863,0.883,0.761,0.782
LD04_looking_down_take03,looking_down,A3,LD04,300,0.96,good,1.0,1.0,0.996,0.997,0.995,0.997,0.996,0.998,0.998,1.0,0.999,0.953,0.963,0.877,0.915,0.85,0.87
LD04_looking_down_take04,looking_down,A4,LD04,300,0.963,good,0.0,0.0,1.0,0.999,1.0,0.999,1.0,1.0,1.0,1.0,1.0,0.946,0.984,0.88,0.959,0.822,0.857
LD04_looking_down_take05,looking_down,B4,LD04,300,0.964,good,0.3,0.3,0.998,0.999,0.998,0.999,0.998,0.999,0.999,1.0,0.999,0.957,0.971,0.875,0.932,0.845,0.887
LD04_looking_down_take06,looking_down,B3,LD04,300,0.959,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,1.0,0.945,0.974,0.869,0.936,0.822,0.851
LD04_looking_down_take07,looking_down,B2,LD04,300,0.972,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,0.966,0.982,0.891,0.946,0.884,0.917
LD04_looking_down_take08,looking_down,B1,LD04,300,0.968,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,1.0,1.0,0.999,1.0,0.963,0.974,0.888,0.924,0.872,0.912
LD05_looking_down_take01,looking_down,A1,LD05,300,0.948,good,0.0,0.0,0.98,0.988,0.985,0.993,0.987,0.982,0.977,0.998,0.987,0.896,0.939,0.828,0.899,0.872,0.914
LD05_looking_down_take03,looking_down,A3,LD05,300,0.919,good,0.0,0.0,0.949,0.968,0.961,0.982,0.973,0.953,0.947,0.997,0.975,0.841,0.864,0.767,0.835,0.871,0.901
LD05_looking_down_take04,looking_down,A4,LD05,300,0.944,good,0.0,0.0,0.983,0.99,0.989,0.994,0.993,0.985,0.983,0.998,0.99,0.887,0.927,0.829,0.879,0.846,0.884
LD05_looking_down_take05,looking_down,B4,LD05,300,0.95,good,0.0,0.0,0.969,0.981,0.976,0.99,0.979,0.973,0.966,0.999,0.976,0.949,0.909,0.893,0.879,0.884,0.923
LD05_looking_down_take06,looking_down,B3,LD05,300,0.946,good,0.0,0.0,0.992,0.995,0.994,0.998,0.997,0.992,0.99,0.999,0.993,0.931,0.906,0.861,0.851,0.823,0.869
LD05_looking_down_take07,looking_down,B2,LD05,300,0.953,good,0.0,0.0,0.997,0.999,0.998,0.999,0.999,0.996,0.995,0.999,0.998,0.96,0.932,0.888,0.872,0.809,0.858
LD05_looking_down_take08,looking_down,B1,LD05,300,0.938,good,0.0,0.0,0.976,0.995,0.984,0.998,0.99,0.981,0.963,0.999,0.974,0.954,0.822,0.871,0.777,0.879,0.909
LD06_looking_down_take01,looking_down,A1,LD06,300,0.978,good,2.0,2.0,0.998,0.998,0.998,0.999,0.999,1.0,1.0,1.0,0.999,0.973,0.962,0.941,0.919,0.94,0.952
LD06_looking_down_take02,looking_down,A2,LD06,300,0.975,good,0.0,0.0,0.996,0.996,0.998,0.998,0.999,0.997,0.999,0.998,1.0,0.962,0.972,0.935,0.93,0.918,0.926
LD06_looking_down_take04,looking_down,A4,LD06,300,0.98,good,1.0,1.0,0.999,0.998,0.998,0.999,0.999,0.999,1.0,1.0,1.0,0.972,0.968,0.933,0.928,0.944,0.957
LD06_looking_down_take05,looking_down,B1,LD06,300,0.976,good,0.3,0.3,0.99,0.99,0.989,0.994,0.994,0.996,0.996,0.999,0.998,0.959,0.949,0.931,0.91,0.967,0.974
LD06_looking_down_take06,looking_down,B2,LD06,300,0.972,good,1.3,1.3,0.996,0.997,0.996,0.997,0.997,0.998,0.999,1.0,0.999,0.936,0.954,0.909,0.917,0.941,0.947
LD06_looking_down_take07,looking_down,B3,LD06,300,0.972,good,7.3,7.3,0.992,0.994,0.992,0.995,0.995,0.997,0.998,0.999,0.999,0.933,0.953,0.911,0.913,0.956,0.957
LE01_leaning_to_neighbor_take01,leaning_to_neighbor,A1,LE01,249,0.783,good,3.6,3.6,0.898,0.911,0.895,0.911,0.905,0.9,0.892,0.904,0.9,0.715,0.654,0.683,0.707,0.443,0.423
LE01_leaning_to_neighbor_take02,leaning_to_neighbor,A2,LE01,249,0.841,good,0.8,0.8,0.943,0.951,0.936,0.954,0.942,0.95,0.945,0.956,0.95,0.803,0.743,0.76,0.743,0.527,0.513
LE01_leaning_to_neighbor_take03,leaning_to_neighbor,A3,LE01,249,0.847,good,0.4,0.4,0.958,0.963,0.954,0.963,0.959,0.959,0.955,0.964,0.961,0.817,0.769,0.763,0.787,0.467,0.471
LE01_leaning_to_neighbor_take04,leaning_to_neighbor,A4,LE01,249,0.849,good,2.4,4.4,0.969,0.971,0.963,0.969,0.964,0.958,0.954,0.944,0.936,0.823,0.752,0.782,0.753,0.499,0.492
LE01_leaning_to_neighbor_take05,leaning_to_neighbor,B1,LE01,249,0.908,good,1.2,1.2,0.981,0.987,0.984,0.992,0.988,0.988,0.987,0.996,0.985,0.886,0.838,0.865,0.82,0.669,0.659
LE01_leaning_to_neighbor_take06,leaning_to_neighbor,B2,LE01,249,0.915,good,0.4,0.4,0.975,0.988,0.981,0.994,0.987,0.987,0.981,0.998,0.98,0.897,0.824,0.863,0.809,0.739,0.722
LE01_leaning_to_neighbor_take07,leaning_to_neighbor,B3,LE01,249,0.952,good,0.4,0.4,0.975,0.987,0.981,0.994,0.987,0.987,0.981,1.0,0.978,0.953,0.871,0.921,0.836,0.922,0.91
LE01_leaning_to_neighbor_take08,leaning_to_neighbor,B4,LE01,249,0.954,good,0.8,0.8,0.987,0.989,0.986,0.994,0.989,0.992,0.992,0.999,0.99,0.964,0.903,0.934,0.853,0.874,0.866
LE02_leaning_to_neighbor_take01,leaning_to_neighbor,A1,LE02,249,0.955,good,0.4,0.4,0.998,0.998,0.996,0.999,0.994,0.999,0.998,0.999,0.996,0.976,0.895,0.964,0.862,0.824,0.833
LE02_leaning_to_neighbor_take02,leaning_to_neighbor,A2,LE02,249,0.962,good,0.0,0.0,0.998,0.999,0.997,0.999,0.996,0.999,0.999,1.0,0.997,0.966,0.871,0.955,0.833,0.909,0.911
LE02_leaning_to_neighbor_take03,leaning_to_neighbor,A3,LE02,249,0.956,good,1.6,1.6,0.993,0.996,0.991,0.997,0.987,0.996,0.994,0.999,0.994,0.941,0.835,0.937,0.816,0.932,0.938
LE02_leaning_to_neighbor_take04,leaning_to_neighbor,A4,LE02,249,0.967,good,0.0,0.0,0.999,0.999,0.998,0.999,0.997,0.999,0.999,0.999,0.998,0.975,0.916,0.949,0.889,0.884,0.902
LE02_leaning_to_neighbor_take05,leaning_to_neighbor,B1,LE02,249,0.963,good,1.2,1.2,0.995,0.996,0.995,0.996,0.995,0.997,0.997,0.998,0.997,0.922,0.9,0.925,0.882,0.919,0.934
LE02_leaning_to_neighbor_take06,leaning_to_neighbor,B2,LE02,249,0.974,good,0.4,0.4,0.999,0.999,0.998,0.999,0.998,0.999,0.999,0.999,0.998,0.98,0.931,0.941,0.901,0.926,0.938
LE02_leaning_to_neighbor_take07,leaning_to_neighbor,B3,LE02,249,0.971,good,6.8,6.8,0.996,0.996,0.994,0.997,0.993,0.997,0.997,0.999,0.997,0.964,0.931,0.947,0.9,0.923,0.93
LE02_leaning_to_neighbor_take08,leaning_to_neighbor,B4,LE02,249,0.978,good,2.0,2.0,0.997,0.997,0.996,0.998,0.995,0.998,0.998,0.999,0.998,0.976,0.953,0.949,0.935,0.932,0.946
LE03_leaning_to_neighbor_take01,leaning_to_neighbor,A1,LE03,249,0.971,good,8.8,8.8,0.994,0.994,0.994,0.996,0.996,0.997,0.998,0.999,0.998,0.963,0.967,0.905,0.924,0.913,0.933
LE03_leaning_to_neighbor_take02,leaning_to_neighbor,A2,LE03,249,0.975,good,49.0,49.0,0.996,0.997,0.998,0.998,0.999,0.998,0.999,0.999,0.998,0.948,0.964,0.899,0.918,0.947,0.962
LE03_leaning_to_neighbor_take03,leaning_to_neighbor,A3,LE03,249,0.976,good,57.4,57.4,0.994,0.996,0.997,0.997,0.998,0.996,0.997,0.999,0.997,0.949,0.959,0.924,0.907,0.962,0.969
LE03_leaning_to_neighbor_take04,leaning_to_neighbor,A4,LE03,249,0.98,good,6.0,6.0,0.998,0.998,0.998,0.998,0.998,0.999,0.999,1.0,0.999,0.981,0.969,0.953,0.928,0.937,0.945
LE03_leaning_to_neighbor_take05,leaning_to_neighbor,B1,LE03,249,0.981,good,58.2,58.2,0.997,0.997,0.998,0.998,0.999,0.998,0.999,0.999,0.999,0.945,0.978,0.922,0.944,0.97,0.976
LE03_leaning_to_neighbor_take06,leaning_to_neighbor,B2,LE03,249,0.968,good,21.7,21.7,0.989,0.986,0.984,0.992,0.985,0.995,0.991,0.999,0.997,0.947,0.966,0.898,0.934,0.906,0.944
LE03_leaning_to_neighbor_take07,leaning_to_neighbor,B3,LE03,249,0.944,good,25.3,25.3,0.966,0.97,0.967,0.975,0.968,0.972,0.969,0.998,0.989,0.926,0.9,0.876,0.862,0.89,0.927
LE03_leaning_to_neighbor_take08,leaning_to_neighbor,B4,LE03,249,0.961,good,13.3,13.3,0.995,0.994,0.995,0.994,0.997,0.996,0.997,0.998,0.999,0.94,0.959,0.889,0.923,0.845,0.898
LE04_leaning_to_neighbor_take01,leaning_to_neighbor,A1,LE04,249,0.948,good,0.0,0.0,0.995,0.995,0.995,0.997,0.997,0.999,0.999,0.999,0.992,0.942,0.889,0.883,0.829,0.839,0.867
LE04_leaning_to_neighbor_take02,leaning_to_neighbor,A2,LE04,249,0.941,good,0.0,0.0,0.989,0.989,0.987,0.994,0.991,0.995,0.993,0.999,0.993,0.921,0.86,0.861,0.805,0.856,0.882
LE04_leaning_to_neighbor_take03,leaning_to_neighbor,A3,LE04,249,0.943,good,0.8,0.8,0.986,0.986,0.987,0.992,0.993,0.994,0.995,0.998,0.994,0.873,0.904,0.78,0.85,0.895,0.915
LE04_leaning_to_neighbor_take04,leaning_to_neighbor,A4,LE04,249,0.953,good,0.0,0.0,0.998,0.998,0.997,0.998,0.999,0.999,0.999,0.999,0.997,0.943,0.916,0.858,0.844,0.85,0.893
LE04_leaning_to_neighbor_take05,leaning_to_neighbor,B1,LE04,249,0.957,good,0.0,0.0,0.998,0.998,0.998,0.999,0.998,1.0,1.0,0.999,0.995,0.962,0.906,0.893,0.829,0.877,0.908
LE04_leaning_to_neighbor_take06,leaning_to_neighbor,B2,LE04,249,0.955,good,0.0,0.0,0.997,0.997,0.995,0.998,0.997,0.999,0.999,1.0,0.996,0.962,0.89,0.901,0.833,0.875,0.893
LE04_leaning_to_neighbor_take07,leaning_to_neighbor,B3,LE04,249,0.949,good,0.8,0.8,0.985,0.993,0.987,0.997,0.994,0.984,0.978,0.996,0.983,0.95,0.882,0.865,0.831,0.902,0.914
LE04_leaning_to_neighbor_take08,leaning_to_neighbor,B4,LE04,249,0.961,good,0.0,0.0,0.998,0.998,0.996,0.999,0.996,0.999,0.999,0.999,0.993,0.968,0.895,0.893,0.835,0.912,0.931
LE05_leaning_to_neighbor_take01,leaning_to_neighbor,A1,LE05,249,0.98,good,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972,0.985,0.928,0.954,0.923,0.948
LE05_leaning_to_neighbor_take02,leaning_to_neighbor,A2,LE05,249,0.969,good,3.6,3.6,0.998,0.999,0.998,0.999,0.998,0.999,0.999,1.0,0.998,0.954,0.95,0.91,0.919,0.894,0.92
LE05_leaning_to_neighbor_take03,leaning_to_neighbor,A3,LE05,249,0.959,good,26.5,26.5,0.992,0.994,0.992,0.996,0.994,0.995,0.995,0.999,0.996,0.918,0.921,0.862,0.888,0.915,0.927
LE05_leaning_to_neighbor_take04,leaning_to_neighbor,A4,LE05,249,0.968,good,1.2,1.2,0.997,0.997,0.997,0.998,0.997,0.997,0.997,1.0,0.997,0.972,0.952,0.897,0.921,0.889,0.913
LE05_leaning_to_neighbor_take05,leaning_to_neighbor,B1,LE05,249,0.96,good,12.0,12.0,0.998,0.998,0.998,0.999,0.998,0.999,0.999,1.0,0.997,0.94,0.951,0.894,0.914,0.843,0.875
LE05_leaning_to_neighbor_take06,leaning_to_neighbor,B2,LE05,249,0.947,good,1.6,1.6,0.995,0.996,0.994,0.998,0.994,0.998,0.997,0.999,0.991,0.942,0.927,0.875,0.856,0.806,0.831
LE05_leaning_to_neighbor_take07,leaning_to_neighbor,B3,LE05,249,0.942,good,0.4,0.4,0.995,0.996,0.995,0.998,0.995,0.998,0.997,0.999,0.99,0.928,0.919,0.854,0.853,0.797,0.819
LE05_leaning_to_neighbor_take08,leaning_to_neighbor,B4,LE05,249,0.953,good,2.4,2.4,0.997,0.997,0.995,0.999,0.994,0.999,0.998,1.0,0.996,0.964,0.945,0.9,0.897,0.798,0.82
LE06_leaning_to_neighbor_take01,leaning_to_neighbor,A1,LE06,249,0.919,good,0.0,0.0,0.97,0.976,0.969,0.987,0.97,0.982,0.974,0.998,0.982,0.895,0.856,0.853,0.813,0.756,0.798
LE06_leaning_to_neighbor_take02,leaning_to_neighbor,A2,LE06,249,0.919,good,0.4,0.4,0.974,0.979,0.974,0.988,0.976,0.985,0.98,0.998,0.985,0.873,0.844,0.833,0.778,0.784,0.832
LE06_leaning_to_neighbor_take03,leaning_to_neighbor,A3,LE06,249,0.933,good,0.4,0.4,0.978,0.984,0.979,0.99,0.981,0.989,0.985,0.998,0.987,0.906,0.886,0.848,0.831,0.801,0.849
LE06_leaning_to_neighbor_take04,leaning_to_neighbor,A4,LE06,249,0.942,good,0.4,0.4,0.992,0.992,0.992,0.994,0.992,0.995,0.994,0.999,0.996,0.96,0.905,0.886,0.855,0.757,0.814
LE06_leaning_to_neighbor_take05,leaning_to_neighbor,B1,LE06,249,0.951,good,0.8,0.8,0.998,0.998,0.999,0.998,1.0,0.999,1.0,0.998,0.997,0.918,0.914,0.853,0.836,0.872,0.887
LE06_leaning_to_neighbor_take06,leaning_to_neighbor,B2,LE06,249,0.956,good,0.0,0.0,0.998,0.996,0.998,0.998,0.999,0.999,0.999,0.999,0.997,0.959,0.912,0.882,0.819,0.886,0.893
LE06_leaning_to_neighbor_take07,leaning_to_neighbor,B3,LE06,249,0.968,good,0.4,0.4,0.998,0.998,0.998,0.999,0.999,0.999,0.999,1.0,0.998,0.957,0.946,0.913,0.881,0.922,0.919
LE06_leaning_to_neighbor_take08,leaning_to_neighbor,B4,LE06,249,0.954,good,4.8,4.8,0.989,0.991,0.986,0.995,0.988,0.995,0.994,0.999,0.996,0.953,0.898,0.884,0.832,0.898,0.909
LE07_leaning_to_neighbor_take01,leaning_to_neighbor,A1,LE07,249,0.967,good,0.0,0.0,0.997,0.997,0.997,0.997,0.997,0.996,0.997,0.997,0.998,0.95,0.977,0.901,0.938,0.87,0.891
LE07_leaning_to_neighbor_take02,leaning_to_neighbor,A2,LE07,249,0.962,good,0.0,0.0,0.998,0.998,0.997,0.999,0.998,0.999,0.999,1.0,0.999,0.955,0.936,0.898,0.902,0.869,0.885
LE07_leaning_to_neighbor_take03,leaning_to_neighbor,A3,LE07,249,0.963,good,0.0,0.0,0.998,0.998,0.997,0.998,0.998,0.999,0.999,1.0,0.999,0.93,0.968,0.894,0.915,0.868,0.884
LE07_leaning_to_neighbor_take04,leaning_to_neighbor,A4,LE07,249,0.956,good,0.0,0.0,0.999,0.998,0.997,0.998,0.997,0.999,0.999,0.999,0.997,0.952,0.934,0.906,0.876,0.839,0.847
LE07_leaning_to_neighbor_take05,leaning_to_neighbor,B1,LE07,249,0.96,good,1.6,1.6,0.998,0.998,0.998,0.999,0.999,0.999,0.999,0.999,0.999,0.919,0.972,0.873,0.928,0.85,0.864
LE07_leaning_to_neighbor_take06,leaning_to_neighbor,B2,LE07,249,0.948,good,0.4,0.4,0.994,0.993,0.994,0.994,0.995,0.994,0.995,0.995,0.997,0.935,0.959,0.875,0.931,0.772,0.803
LE07_leaning_to_neighbor_take07,leaning_to_neighbor,B3,LE07,249,0.956,good,0.0,0.0,0.997,0.996,0.997,0.997,0.998,0.998,0.999,0.999,0.999,0.906,0.968,0.849,0.93,0.845,0.867
LE07_leaning_to_neighbor_take08,leaning_to_neighbor,B4,LE07,249,0.956,good,6.0,6.0,0.988,0.988,0.987,0.99,0.988,0.991,0.991,0.998,0.997,0.941,0.951,0.881,0.923,0.851,0.883
LE08_leaning_to_neighbor_take01,leaning_to_neighbor,A1,LE08,249,0.96,good,0.0,0.0,0.998,0.998,0.998,0.998,0.999,0.999,1.0,0.999,0.998,0.944,0.939,0.902,0.871,0.856,0.893
LE08_leaning_to_neighbor_take02,leaning_to_neighbor,A2,LE08,249,0.963,good,0.0,0.0,0.998,0.997,0.998,0.997,0.999,0.999,1.0,0.999,0.998,0.958,0.942,0.916,0.861,0.88,0.909
LE08_leaning_to_neighbor_take03,leaning_to_neighbor,A3,LE08,249,0.969,good,0.0,0.0,0.998,0.997,0.998,0.997,0.998,0.999,1.0,0.999,0.998,0.953,0.955,0.915,0.909,0.897,0.92
LE08_leaning_to_neighbor_take05,leaning_to_neighbor,B1,LE08,249,0.958,good,0.8,0.8,0.998,0.998,0.998,0.997,0.998,0.999,0.999,0.999,0.998,0.938,0.892,0.896,0.822,0.911,0.92
LE08_leaning_to_neighbor_take06,leaning_to_neighbor,B2,LE08,249,0.959,good,0.8,0.8,0.997,0.994,0.996,0.994,0.996,0.998,0.999,1.0,0.998,0.963,0.907,0.919,0.824,0.895,0.909
LE08_leaning_to_neighbor_take07,leaning_to_neighbor,B3,LE08,249,0.959,good,1.6,1.6,0.996,0.996,0.996,0.997,0.996,0.997,0.997,0.999,0.998,0.962,0.957,0.922,0.903,0.814,0.848
LE08_leaning_to_neighbor_take08,leaning_to_neighbor,B4,LE08,249,0.976,good,3.2,3.2,0.999,0.998,0.998,0.999,0.998,0.999,0.999,1.0,0.999,0.987,0.976,0.948,0.946,0.886,0.913
N01_normal_take01,normal,,N01,300,0.944,good,0.0,0.0,0.996,0.997,0.995,0.997,0.996,0.997,0.995,0.999,0.998,0.911,0.912,0.864,0.865,0.808,0.826
N01_normal_take02,normal,,N01,300,0.949,good,0.0,0.0,0.997,0.997,0.996,0.997,0.996,0.997,0.996,1.0,0.998,0.926,0.918,0.877,0.862,0.827,0.848
N01_normal_take03,normal,,N01,300,0.953,good,0.0,0.0,0.994,0.995,0.992,0.995,0.992,0.995,0.993,1.0,0.997,0.928,0.917,0.885,0.865,0.863,0.883
N01_normal_take04,normal,,N01,300,0.96,good,0.0,0.0,0.993,0.994,0.99,0.995,0.989,0.996,0.994,1.0,0.996,0.944,0.907,0.911,0.853,0.921,0.921
N01_normal_take05,normal,,N01,300,0.963,good,0.0,0.0,0.993,0.994,0.989,0.995,0.988,0.996,0.993,1.0,0.996,0.952,0.914,0.922,0.863,0.927,0.922
N02_normal_take01,normal,,N02,300,0.97,good,0.0,0.0,0.999,0.999,0.998,0.999,0.998,1.0,0.999,1.0,0.999,0.949,0.954,0.922,0.936,0.892,0.902
N02_normal_take02,normal,,N02,300,0.981,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,1.0,1.0,1.0,0.999,0.962,0.959,0.921,0.947,0.966,0.97
N02_normal_take03,normal,,N02,300,0.986,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,1.0,1.0,1.0,0.999,0.97,0.971,0.926,0.967,0.979,0.98
N02_normal_take04,normal,,N02,300,0.979,good,0.0,0.0,0.998,0.998,0.998,0.998,0.998,0.999,0.999,0.999,0.999,0.947,0.968,0.898,0.958,0.965,0.97
N02_normal_take05,normal,,N02,300,0.981,good,0.0,0.0,0.999,0.998,0.998,0.998,0.998,0.998,0.999,0.999,0.999,0.95,0.973,0.908,0.956,0.971,0.974
N03_normal_take01,normal,,N03,300,0.938,good,0.3,0.7,0.995,0.995,0.995,0.996,0.996,0.995,0.995,0.993,0.992,0.938,0.877,0.873,0.855,0.768,0.8
N03_normal_take02,normal,,N03,300,0.963,good,0.0,0.0,0.997,0.997,0.997,0.999,0.999,0.999,0.999,0.999,0.998,0.965,0.926,0.925,0.906,0.86,0.878
N03_normal_take03,normal,,N03,300,0.959,good,0.0,0.0,0.994,0.994,0.994,0.997,0.996,0.997,0.996,0.998,0.995,0.965,0.898,0.922,0.873,0.874,0.89
N03_normal_take04,normal,,N03,300,0.975,good,0.3,0.3,0.991,0.989,0.99,0.996,0.997,0.997,0.996,0.999,1.0,0.985,0.957,0.937,0.915,0.93,0.951
N03_normal_take05,normal,,N03,300,0.97,good,0.7,0.7,0.996,0.995,0.995,0.998,0.998,0.999,0.998,1.0,0.997,0.987,0.916,0.948,0.88,0.915,0.936
N04_normal_take01,normal,,N04,249,0.989,good,3.6,3.6,0.999,0.999,0.999,1.0,0.999,1.0,1.0,1.0,1.0,0.99,0.986,0.964,0.967,0.962,0.972
N04_normal_take02,normal,,N04,249,0.989,good,3.6,3.6,0.999,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,0.988,0.987,0.965,0.966,0.96,0.97
N04_normal_take03,normal,,N04,249,0.985,good,0.0,0.0,0.999,0.998,0.998,0.999,0.998,0.999,0.999,1.0,0.999,0.986,0.979,0.961,0.96,0.943,0.953
N04_normal_take04,normal,,N04,249,0.986,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,0.988,0.978,0.97,0.956,0.949,0.954
N04_normal_take05,normal,,N04,249,0.983,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,0.989,0.984,0.962,0.963,0.924,0.936
N05_normal_take01,normal,,N05,249,0.917,good,1.2,1.2,0.997,0.997,0.997,0.997,0.997,0.996,0.996,0.993,0.994,0.928,0.954,0.893,0.933,0.516,0.56
N05_normal_take02,normal,,N05,249,0.927,good,0.0,0.0,0.999,0.998,0.999,0.998,0.999,0.999,0.999,1.0,1.0,0.951,0.966,0.912,0.941,0.55,0.602
N05_normal_take03,normal,,N05,249,0.749,good,23.3,31.3,0.951,0.946,0.94,0.936,0.94,0.905,0.901,0.809,0.816,0.65,0.625,0.614,0.629,0.276,0.293
N05_normal_take04,normal,,N05,249,0.759,good,8.4,13.3,0.971,0.969,0.964,0.964,0.963,0.95,0.947,0.896,0.902,0.58,0.657,0.568,0.659,0.192,0.2
N05_normal_take05,normal,,N05,249,0.876,good,0.8,1.6,0.996,0.995,0.995,0.995,0.995,0.993,0.993,0.986,0.987,0.834,0.899,0.786,0.87,0.396,0.424
N06_normal_take03,normal,,N06,249,0.96,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,1.0,0.969,0.99,0.921,0.967,0.759,0.794
N06_normal_take04,normal,,N06,249,0.955,good,0.0,0.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.976,0.987,0.951,0.966,0.702,0.746
N06_normal_take05,normal,,N06,249,0.948,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,0.999,1.0,0.999,1.0,0.934,0.985,0.905,0.956,0.705,0.742
N07_normal_take01,normal,,N07,249,0.977,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,0.999,0.999,1.0,1.0,0.964,0.981,0.934,0.96,0.905,0.915
N07_normal_take02,normal,,N07,249,0.936,good,0.0,0.0,0.995,0.994,0.994,0.995,0.995,0.995,0.995,0.998,0.996,0.914,0.938,0.866,0.91,0.727,0.734
N07_normal_take03,normal,,N07,249,0.958,good,0.0,0.0,0.997,0.997,0.998,0.998,0.998,0.999,0.999,1.0,0.999,0.963,0.959,0.916,0.924,0.802,0.815
N07_normal_take04,normal,,N07,249,0.964,good,0.0,0.0,0.995,0.995,0.995,0.996,0.996,0.997,0.997,1.0,0.999,0.958,0.949,0.932,0.921,0.861,0.876
N07_normal_take05,normal,,N07,249,0.962,good,0.0,0.0,0.997,0.997,0.997,0.998,0.998,0.998,0.998,1.0,0.999,0.966,0.958,0.94,0.921,0.828,0.836
N08_normal_take01,normal,,N08,249,0.921,good,4.8,4.8,0.964,0.967,0.97,0.972,0.977,0.964,0.97,0.994,0.991,0.917,0.932,0.916,0.902,0.681,0.7
N08_normal_take02,normal,,N08,249,0.93,good,0.4,0.4,0.98,0.982,0.982,0.985,0.986,0.98,0.984,0.998,0.995,0.955,0.951,0.954,0.924,0.645,0.649
N08_normal_take03,normal,,N08,249,0.928,good,5.6,5.6,0.979,0.98,0.98,0.984,0.986,0.981,0.984,0.997,0.996,0.946,0.949,0.94,0.918,0.637,0.657
N08_normal_take04,normal,,N08,249,0.94,good,5.6,5.6,0.983,0.985,0.985,0.988,0.989,0.983,0.986,0.998,0.995,0.929,0.95,0.916,0.918,0.729,0.761
N08_normal_take05,normal,,N08,249,0.948,good,5.6,5.6,0.989,0.989,0.991,0.992,0.995,0.99,0.993,0.998,0.998,0.93,0.966,0.915,0.941,0.747,0.782
P01_using_phone_take01,using_phone,A1,P01,249,0.983,good,0.8,0.8,0.999,0.999,0.999,1.0,0.999,1.0,0.999,1.0,1.0,0.986,0.971,0.962,0.955,0.935,0.941
P01_using_phone_take02,using_phone,A2,P01,249,0.978,good,0.4,0.4,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,0.986,0.977,0.958,0.957,0.884,0.905
P01_using_phone_take03,using_phone,A3,P01,249,0.98,good,0.8,0.8,0.999,0.999,0.999,0.999,0.999,1.0,0.999,1.0,1.0,0.985,0.973,0.953,0.954,0.91,0.928
P01_using_phone_take04,using_phone,A4,P01,249,0.969,good,10.8,10.8,0.991,0.994,0.992,0.997,0.994,0.994,0.993,0.999,0.996,0.96,0.954,0.928,0.94,0.888,0.908
P01_using_phone_take05,using_phone,B1,P01,249,0.962,good,14.9,14.9,0.983,0.988,0.986,0.994,0.988,0.988,0.986,0.998,0.993,0.946,0.946,0.913,0.933,0.89,0.904
P01_using_phone_take06,using_phone,B2,P01,249,0.969,good,4.8,4.8,0.995,0.996,0.995,0.998,0.996,0.999,0.998,1.0,0.998,0.968,0.959,0.932,0.942,0.874,0.889
P01_using_phone_take07,using_phone,B3,P01,249,0.97,good,6.4,6.4,0.996,0.997,0.996,0.998,0.997,0.997,0.997,0.999,0.999,0.976,0.943,0.923,0.916,0.895,0.918
P01_using_phone_take08,using_phone,B4,P01,249,0.98,good,4.4,4.4,0.998,0.999,0.998,0.999,0.999,0.999,0.999,1.0,0.999,0.98,0.982,0.954,0.972,0.901,0.92
