clip_name,clip_path,behavior_class,hard_negative_type,scenario_id,take_no,target_seat_id,neighbor_seat_id,notes,split,review_status
L02_looking_sideways_take07.mp4,02_clips\looking_sideways\L02_looking_sideways_take07.mp4,looking_sideways,,L02,7,B3,B2,,,complete
L02_looking_sideways_take08.mp4,02_clips\looking_sideways\L02_looking_sideways_take08.mp4,looking_sideways,,L02,8,B4,B3,Movement not clear,,exclude
L03_looking_sideways_take01.mp4,02_clips\looking_sideways\L03_looking_sideways_take01.mp4,looking_sideways,,L03,1,A1,A2,Video not split accurately,,exclude
L03_looking_sideways_take02.mp4,02_clips\looking_sideways\L03_looking_sideways_take02.mp4,looking_sideways,,L03,2,A2,A1,Video not split accurately,,exclude
L03_looking_sideways_take03.mp4,02_clips\looking_sideways\L03_looking_sideways_take03.mp4,looking_sideways,,L03,3,A3,A2,,,complete
L03_looking_sideways_take04.mp4,02_clips\looking_sideways\L03_looking_sideways_take04.mp4,looking_sideways,,L03,4,A4,A3,,,complete
L03_looking_sideways_take05.mp4,02_clips\looking_sideways\L03_looking_sideways_take05.mp4,looking_sideways,,L03,5,B4,B3,,,complete
L03_looking_sideways_take06.mp4,02_clips\looking_sideways\L03_looking_sideways_take06.mp4,looking_sideways,,L03,6,B3,B2,,,complete
L03_looking_sideways_take07.mp4,02_clips\looking_sideways\L03_looking_sideways_take07.mp4,looking_sideways,,L03,7,B2,B1,,,complete
L03_looking_sideways_take08.mp4,02_clips\looking_sideways\L03_looking_sideways_take08.mp4,looking_sideways,,L03,8,B1,B2,,,complete
L04_looking_sideways_take01.mp4,02_clips\looking_sideways\L04_looking_sideways_take01.mp4,looking_sideways,,L04,1,B1,B2,,,complete
L04_looking_sideways_take02.mp4,02_clips\looking_sideways\L04_looking_sideways_take02.mp4,looking_sideways,,L04,2,B2,B3,,,complete
L04_looking_sideways_take03.mp4,02_clips\looking_sideways\L04_looking_sideways_take03.mp4,looking_sideways,,L04,3,B3,B4,,,complete
L04_looking_sideways_take04.mp4,02_clips\looking_sideways\L04_looking_sideways_take04.mp4,looking_sideways,,L04,4,B4,B3,,,complete
L04_looking_sideways_take05.mp4,02_clips\looking_sideways\L04_looking_sideways_take05.mp4,looking_sideways,,L04,5,A4,A3,,,complete
L04_looking_sideways_take06.mp4,02_clips\looking_sideways\L04_looking_sideways_take06.mp4,looking_sideways,,L04,6,A3,A4,,,complete
L04_looking_sideways_take07.mp4,02_clips\looking_sideways\L04_looking_sideways_take07.mp4,looking_sideways,,L04,7,A2,A3,,,complete
L04_looking_sideways_take08.mp4,02_clips\looking_sideways\L04_looking_sideways_take08.mp4,looking_sideways,,L04,8,A1,A2,,,complete
L05_looking_sideways_take01.mp4,02_clips\looking_sideways\L05_looking_sideways_take01.mp4,looking_sideways,,L05,1,A1,A2,,,complete
L05_looking_sideways_take02.mp4,02_clips\looking_sideways\L05_looking_sideways_take02.mp4,looking_sideways,,L05,2,A2,A1,,,complete
L05_looking_sideways_take03.mp4,02_clips\looking_sideways\L05_looking_sideways_take03.mp4,looking_sideways,,L05,3,A3,A4,,,complete
L05_looking_sideways_take04.mp4,02_clips\looking_sideways\L05_looking_sideways_take04.mp4,looking_sideways,,L05,4,A4,A3,,,complete
L05_looking_sideways_take05.mp4,02_clips\looking_sideways\L05_looking_sideways_take05.mp4,looking_sideways,,L05,5,B1,B2,,,complete
L05_looking_sideways_take06.mp4,02_clips\looking_sideways\L05_looking_sideways_take06.mp4,looking_sideways,,L05,6,B2,B3,,,complete
L05_looking_sideways_take07.mp4,02_clips\looking_sideways\L05_looking_sideways_take07.mp4,looking_sideways,,L05,7,B3,B4,,,complete
L05_looking_sideways_take08.mp4,02_clips\looking_sideways\L05_looking_sideways_take08.mp4,looking_sideways,,L05,8,B4,B3,,,complete
L06_looking_sideways_take01.mp4,02_clips\looking_sideways\L06_looking_sideways_take01.mp4,looking_sideways,,L06,1,A1,A2,,,complete
L06_looking_sideways_take02.mp4,02_clips\looking_sideways\L06_looking_sideways_take02.mp4,looking_sideways,,L06,2,A2,A1,Video not split accurately,,exclude
L06_looking_sideways_take03.mp4,02_clips\looking_sideways\L06_looking_sideways_take03.mp4,looking_sideways,,L06,3,A3,A2,,,complete
L06_looking_sideways_take04.mp4,02_clips\looking_sideways\L06_looking_sideways_take04.mp4,looking_sideways,,L06,4,A4,A3,,,complete
L06_looking_sideways_take05.mp4,02_clips\looking_sideways\L06_looking_sideways_take05.mp4,looking_sideways,,L06,5,B1,B2,Video not split accurately,,exclude
L06_looking_sideways_take06.mp4,02_clips\looking_sideways\L06_looking_sideways_take06.mp4,looking_sideways,,L06,6,B2,B3,,,complete
L06_looking_sideways_take07.mp4,02_clips\looking_sideways\L06_looking_sideways_take07.mp4,looking_sideways,,L06,7,B3,B4,,,complete
L06_looking_sideways_take08.mp4,02_clips\looking_sideways\L06_looking_sideways_take08.mp4,looking_sideways,,L06,8,B4,B3,Video not split accurately,,exclude
L07_looking_sideways_take01.mp4,02_clips\looking_sideways\L07_looking_sideways_take01.mp4,looking_sideways,,L07,1,A1,A2,,,complete
L07_looking_sideways_take02.mp4,02_clips\looking_sideways\L07_looking_sideways_take02.mp4,looking_sideways,,L07,2,A2,A3,,,complete
L07_looking_sideways_take03.mp4,02_clips\looking_sideways\L07_looking_sideways_take03.mp4,looking_sideways,,L07,3,A3,A4,,,complete
L07_looking_sideways_take04.mp4,02_clips\looking_sideways\L07_looking_sideways_take04.mp4,looking_sideways,,L07,4,A4,A3,,,complete
L07_looking_sideways_take05.mp4,02_clips\looking_sideways\L07_looking_sideways_take05.mp4,looking_sideways,,L07,5,B1,B2,Video not split accurately,,exclude
L07_looking_sideways_take06.mp4,02_clips\looking_sideways\L07_looking_sideways_take06.mp4,looking_sideways,,L07,6,B2,B3,Video not split accurately,,exclude
L07_looking_sideways_take07.mp4,02_clips\looking_sideways\L07_looking_sideways_take07.mp4,looking_sideways,,L07,7,B3,B4,,,complete
L07_looking_sideways_take08.mp4,02_clips\looking_sideways\L07_looking_sideways_take08.mp4,looking_sideways,,L07,8,B4,B3,,,complete
L08_looking_sideways_take01.mp4,02_clips\looking_sideways\L08_looking_sideways_take01.mp4,looking_sideways,,L08,1,A1,A2,,,complete
L08_looking_sideways_take02.mp4,02_clips\looking_sideways\L08_looking_sideways_take02.mp4,looking_sideways,,L08,2,A2,A3,,,complete
L08_looking_sideways_take03.mp4,02_clips\looking_sideways\L08_looking_sideways_take03.mp4,looking_sideways,,L08,3,A3,A4,,,complete
L08_looking_sideways_take04.mp4,02_clips\looking_sideways\L08_looking_sideways_take04.mp4,looking_sideways,,L08,4,A4,A3,Slight movement from Anupam ,,exclude
L08_looking_sideways_take05.mp4,02_clips\looking_sideways\L08_looking_sideways_take05.mp4,looking_sideways,,L08,5,B1,B2,,,complete
L08_looking_sideways_take06.mp4,02_clips\looking_sideways\L08_looking_sideways_take06.mp4,looking_sideways,,L08,6,B2,B3,,,complete
L08_looking_sideways_take07.mp4,02_clips\looking_sideways\L08_looking_sideways_take07.mp4,looking_sideways,,L08,7,B3,B4,,,complete
L08_looking_sideways_take08.mp4,02_clips\looking_sideways\L08_looking_sideways_take08.mp4,looking_sideways,,L08,8,B4,B3,,,complete
LE01_leaning_to_neighbor_take01.mp4,02_clips\leaning_to_neighbor\LE01_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,,LE01,1,A1,A2,,,complete
LE01_leaning_to_neighbor_take02.mp4,02_clips\leaning_to_neighbor\LE01_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,,LE01,2,A2,A3,,,complete
LE01_leaning_to_neighbor_take03.mp4,02_clips\leaning_to_neighbor\LE01_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,,LE01,3,A3,A2,,,complete
LE01_leaning_to_neighbor_take04.mp4,02_clips\leaning_to_neighbor\LE01_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,,LE01,4,A4,A3,,,complete
LE01_leaning_to_neighbor_take05.mp4,02_clips\leaning_to_neighbor\LE01_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,,LE01,5,B1,B2,,,complete
LE01_leaning_to_neighbor_take06.mp4,02_clips\leaning_to_neighbor\LE01_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,,LE01,6,B2,B3,,,complete
LE01_leaning_to_neighbor_take07.mp4,02_clips\leaning_to_neighbor\LE01_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,,LE01,7,B3,B2,,,complete
LE01_leaning_to_neighbor_take08.mp4,02_clips\leaning_to_neighbor\LE01_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,,LE01,8,B4,B3,,,complete
LE02_leaning_to_neighbor_take01.mp4,02_clips\leaning_to_neighbor\LE02_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,,LE02,1,A1,A2,,,complete
LE02_leaning_to_neighbor_take02.mp4,02_clips\leaning_to_neighbor\LE02_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,,LE02,2,A2,A3,,,complete
LE02_leaning_to_neighbor_take03.mp4,02_clips\leaning_to_neighbor\LE02_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,,LE02,3,A3,A4,,,complete
LE02_leaning_to_neighbor_take04.mp4,02_clips\leaning_to_neighbor\LE02_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,,LE02,4,A4,A3,,,complete
LE02_leaning_to_neighbor_take05.mp4,02_clips\leaning_to_neighbor\LE02_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,,LE02,5,B1,B2,,,complete
LE02_leaning_to_neighbor_take06.mp4,02_clips\leaning_to_neighbor\LE02_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,,LE02,6,B2,B3,,,complete
LE02_leaning_to_neighbor_take07.mp4,02_clips\leaning_to_neighbor\LE02_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,,LE02,7,B3,B4,,,complete
LE02_leaning_to_neighbor_take08.mp4,02_clips\leaning_to_neighbor\LE02_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,,LE02,8,B4,B3,,,complete
LE03_leaning_to_neighbor_take01.mp4,02_clips\leaning_to_neighbor\LE03_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,,LE03,1,A1,A2,,,complete
LE03_leaning_to_neighbor_take02.mp4,02_clips\leaning_to_neighbor\LE03_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,,LE03,2,A2,A3,,,complete
LE03_leaning_to_neighbor_take03.mp4,02_clips\leaning_to_neighbor\LE03_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,,LE03,3,A3,A4,,,complete
LE03_leaning_to_neighbor_take04.mp4,02_clips\leaning_to_neighbor\LE03_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,,LE03,4,A4,A3,,,complete
LE03_leaning_to_neighbor_take05.mp4,02_clips\leaning_to_neighbor\LE03_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,,LE03,5,B1,B2,,,complete
LE03_leaning_to_neighbor_take06.mp4,02_clips\leaning_to_neighbor\LE03_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,,LE03,6,B2,B1,,,complete
LE03_leaning_to_neighbor_take07.mp4,02_clips\leaning_to_neighbor\LE03_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,,LE03,7,B3,B2,,,complete
LE03_leaning_to_neighbor_take08.mp4,02_clips\leaning_to_neighbor\LE03_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,,LE03,8,B4,B3,,,complete
LE04_leaning_to_neighbor_take01.mp4,02_clips\leaning_to_neighbor\LE04_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,,LE04,1,A1,A2,,,complete
LE04_leaning_to_neighbor_take02.mp4,02_clips\leaning_to_neighbor\LE04_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,,LE04,2,A2,A1,,,complete
LE04_leaning_to_neighbor_take03.mp4,02_clips\leaning_to_neighbor\LE04_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,,LE04,3,A3,A4,,,complete
LE04_leaning_to_neighbor_take04.mp4,02_clips\leaning_to_neighbor\LE04_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,,LE04,4,A4,A3,,,complete
LE04_leaning_to_neighbor_take05.mp4,02_clips\leaning_to_neighbor\LE04_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,,LE04,5,B1,B2,,,complete
LE04_leaning_to_neighbor_take06.mp4,02_clips\leaning_to_neighbor\LE04_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,,LE04,6,B2,B1,,,complete
LE04_leaning_to_neighbor_take07.mp4,02_clips\leaning_to_neighbor\LE04_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,,LE04,7,B3,B2,,,complete
LE04_leaning_to_neighbor_take08.mp4,02_clips\leaning_to_neighbor\LE04_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,,LE04,8,B4,B3,,,complete
LE05_leaning_to_neighbor_take01.mp4,02_clips\leaning_to_neighbor\LE05_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,,LE05,1,A1,A2,,,complete
LE05_leaning_to_neighbor_take02.mp4,02_clips\leaning_to_neighbor\LE05_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,,LE05,2,A2,A3,,,complete
LE05_leaning_to_neighbor_take03.mp4,02_clips\leaning_to_neighbor\LE05_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,,LE05,3,A3,A4,,,complete
LE05_leaning_to_neighbor_take04.mp4,02_clips\leaning_to_neighbor\LE05_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,,LE05,4,A4,A3,,,complete
LE05_leaning_to_neighbor_take05.mp4,02_clips\leaning_to_neighbor\LE05_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,,LE05,5,B1,B2,,,complete
LE05_leaning_to_neighbor_take06.mp4,02_clips\leaning_to_neighbor\LE05_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,,LE05,6,B2,B3,,,complete
LE05_leaning_to_neighbor_take07.mp4,02_clips\leaning_to_neighbor\LE05_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,,LE05,7,B3,B4,,,complete
LE05_leaning_to_neighbor_take08.mp4,02_clips\leaning_to_neighbor\LE05_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,,LE05,8,B4,B3,,,complete
LE06_leaning_to_neighbor_take01.mp4,02_clips\leaning_to_neighbor\LE06_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,,LE06,1,A1,A2,,,complete
LE06_leaning_to_neighbor_take02.mp4,02_clips\leaning_to_neighbor\LE06_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,,LE06,2,A2,A3,,,complete
LE06_leaning_to_neighbor_take03.mp4,02_clips\leaning_to_neighbor\LE06_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,,LE06,3,A3,A4,,,complete
LE06_leaning_to_neighbor_take04.mp4,02_clips\leaning_to_neighbor\LE06_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,,LE06,4,A4,A3,,,complete
LE06_leaning_to_neighbor_take05.mp4,02_clips\leaning_to_neighbor\LE06_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,,LE06,5,B1,B2,,,complete
LE06_leaning_to_neighbor_take06.mp4,02_clips\leaning_to_neighbor\LE06_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,,LE06,6,B2,B3,,,complete
LE06_leaning_to_neighbor_take07.mp4,02_clips\leaning_to_neighbor\LE06_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,,LE06,7,B3,B4,,,complete
LE06_leaning_to_neighbor_take08.mp4,02_clips\leaning_to_neighbor\LE06_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,,LE06,8,B4,B3,,,complete
LE07_leaning_to_neighbor_take01.mp4,02_clips\leaning_to_neighbor\LE07_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,,LE07,1,A1,A2,,,complete
LE07_leaning_to_neighbor_take02.mp4,02_clips\leaning_to_neighbor\LE07_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,,LE07,2,A2,A1,,,complete
LE07_leaning_to_neighbor_take03.mp4,02_clips\leaning_to_neighbor\LE07_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,,LE07,3,A3,A4,,,complete
LE07_leaning_to_neighbor_take04.mp4,02_clips\leaning_to_neighbor\LE07_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,,LE07,4,A4,A3,,,complete
LE07_leaning_to_neighbor_take05.mp4,02_clips\leaning_to_neighbor\LE07_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,,LE07,5,B1,B2,,,complete
LE07_leaning_to_neighbor_take06.mp4,02_clips\leaning_to_neighbor\LE07_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,,LE07,6,B2,B3,,,complete
LE07_leaning_to_neighbor_take07.mp4,02_clips\leaning_to_neighbor\LE07_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,,LE07,7,B3,B4,,,complete
LE07_leaning_to_neighbor_take08.mp4,02_clips\leaning_to_neighbor\LE07_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,,LE07,8,B4,B3,,,complete
LE08_leaning_to_neighbor_take01.mp4,02_clips\leaning_to_neighbor\LE08_leaning_to_neighbor_take01.mp4,leaning_to_neighbor,,LE08,1,A1,A2,,,complete
LE08_leaning_to_neighbor_take02.mp4,02_clips\leaning_to_neighbor\LE08_leaning_to_neighbor_take02.mp4,leaning_to_neighbor,,LE08,2,A2,A3,,,complete
LE08_leaning_to_neighbor_take03.mp4,02_clips\leaning_to_neighbor\LE08_leaning_to_neighbor_take03.mp4,leaning_to_neighbor,,LE08,3,A3,A4,,,complete
LE08_leaning_to_neighbor_take04.mp4,02_clips\leaning_to_neighbor\LE08_leaning_to_neighbor_take04.mp4,leaning_to_neighbor,,LE08,4,A4,A3,Anupam yawned,,exclude
LE08_leaning_to_neighbor_take05.mp4,02_clips\leaning_to_neighbor\LE08_leaning_to_neighbor_take05.mp4,leaning_to_neighbor,,LE08,5,B1,B2,,,complete
LE08_leaning_to_neighbor_take06.mp4,02_clips\leaning_to_neighbor\LE08_leaning_to_neighbor_take06.mp4,leaning_to_neighbor,,LE08,6,B2,B3,,,complete
LE08_leaning_to_neighbor_take07.mp4,02_clips\leaning_to_neighbor\LE08_leaning_to_neighbor_take07.mp4,leaning_to_neighbor,,LE08,7,B3,B4,,,complete
LE08_leaning_to_neighbor_take08.mp4,02_clips\leaning_to_neighbor\LE08_leaning_to_neighbor_take08.mp4,leaning_to_neighbor,,LE08,8,B4,B3,,,complete
T01_talking_to_neighbor_take01.mp4,02_clips\talking_to_neighbor\T01_talking_to_neighbor_take01.mp4,talking_to_neighbor,,T01,1,A1,A2,,,complete
T01_talking_to_neighbor_take02.mp4,02_clips\talking_to_neighbor\T01_talking_to_neighbor_take02.mp4,talking_to_neighbor,,T01,2,A2,A3,Slight Movement from A1 & A2(Chandan & Anupam) ,,exclude
T01_talking_to_neighbor_take03.mp4,02_clips\talking_to_neighbor\T01_talking_to_neighbor_take03.mp4,talking_to_neighbor,,T01,3,A3,A4,,,complete
T01_talking_to_neighbor_take04.mp4,02_clips\talking_to_neighbor\T01_talking_to_neighbor_take04.mp4,talking_to_neighbor,,T01,4,B1,B2,,,complete
T01_talking_to_neighbor_take05.mp4,02_clips\talking_to_neighbor\T01_talking_to_neighbor_take05.mp4,talking_to_neighbor,,T01,5,B2,B3,,,complete
T01_talking_to_neighbor_take06.mp4,02_clips\talking_to_neighbor\T01_talking_to_neighbor_take06.mp4,talking_to_neighbor,,T01,6,B3,B4,,,complete
T02_talking_to_neighbor_take01.mp4,02_clips\talking_to_neighbor\T02_talking_to_neighbor_take01.mp4,talking_to_neighbor,,T02,1,A1,A2,,,complete
T02_talking_to_neighbor_take02.mp4,02_clips\talking_to_neighbor\T02_talking_to_neighbor_take02.mp4,talking_to_neighbor,,T02,2,A2,A3,,,complete
T02_talking_to_neighbor_take03.mp4,02_clips\talking_to_neighbor\T02_talking_to_neighbor_take03.mp4,talking_to_neighbor,,T02,3,A3,A4,,,complete
T02_talking_to_neighbor_take04.mp4,02_clips\talking_to_neighbor\T02_talking_to_neighbor_take04.mp4,talking_to_neighbor,,T02,4,B1,B2,,,complete
T02_talking_to_neighbor_take05.mp4,02_clips\talking_to_neighbor\T02_talking_to_neighbor_take05.mp4,talking_to_neighbor,,T02,5,B2,B3,,,complete
T02_talking_to_neighbor_take06.mp4,02_clips\talking_to_neighbor\T02_talking_to_neighbor_take06.mp4,talking_to_neighbor,,T02,6,B3,B4,,,complete
T03_talking_to_neighbor_take01.mp4,02_clips\talking_to_neighbor\T03_talking_to_neighbor_take01.mp4,talking_to_neighbor,,T03,1,A1,A2,,,complete
T03_talking_to_neighbor_take02.mp4,02_clips\talking_to_neighbor\T03_talking_to_neighbor_take02.mp4,talking_to_neighbor,,T03,2,A2,A3,,,complete
T03_talking_to_neighbor_take03.mp4,02_clips\talking_to_neighbor\T03_talking_to_neighbor_take03.mp4,talking_to_neighbor,,T03,3,A3,A4,,,complete
T03_talking_to_neighbor_take04.mp4,02_clips\talking_to_neighbor\T03_talking_to_neighbor_take04.mp4,talking_to_neighbor,,T03,4,B1,B2,,,complete
T03_talking_to_neighbor_take05.mp4,02_clips\talking_to_neighbor\T03_talking_to_neighbor_take05.mp4,talking_to_neighbor,,T03,5,B2,B3,,,complete
T03_talking_to_neighbor_take06.mp4,02_clips\talking_to_neighbor\T03_talking_to_neighbor_take06.mp4,talking_to_neighbor,,T03,6,B3,B4,,,complete
T04_talking_to_neighbor_take01.mp4,02_clips\talking_to_neighbor\T04_talking_to_neighbor_take01.mp4,talking_to_neighbor,,T04,1,A1,A2,,,complete
T04_talking_to_neighbor_take02.mp4,02_clips\talking_to_neighbor\T04_talking_to_neighbor_take02.mp4,talking_to_neighbor,,T04,2,A2,A3,,,complete
T04_talking_to_neighbor_take03.mp4,02_clips\talking_to_neighbor\T04_talking_to_neighbor_take03.mp4,talking_to_neighbor,,T04,3,A3,A4,,,complete
T04_talking_to_neighbor_take04.mp4,02_clips\talking_to_neighbor\T04_talking_to_neighbor_take04.mp4,talking_to_neighbor,,T04,4,B1,B2,,,complete
T04_talking_to_neighbor_take05.mp4,02_clips\talking_to_neighbor\T04_talking_to_neighbor_take05.mp4,talking_to_neighbor,,T04,5,B2,B3,,,complete
T04_talking_to_neighbor_take06.mp4,02_clips\talking_to_neighbor\T04_talking_to_neighbor_take06.mp4,talking_to_neighbor,,T04,6,B3,B4,,,complete
T05_talking_to_neighbor_take01.mp4,02_clips\talking_to_neighbor\T05_talking_to_neighbor_take01.mp4,talking_to_neighbor,,T05,1,A1,A2,,,complete
T05_talking_to_neighbor_take02.mp4,02_clips\talking_to_neighbor\T05_talking_to_neighbor_take02.mp4,talking_to_neighbor,,T05,2,A2,A3,,,complete
T05_talking_to_neighbor_take03.mp4,02_clips\talking_to_neighbor\T05_talking_to_neighbor_take03.mp4,talking_to_neighbor,,T05,3,A3,A4,,,complete
T05_talking_to_neighbor_take04.mp4,02_clips\talking_to_neighbor\T05_talking_to_neighbor_take04.mp4,talking_to_neighbor,,T05,4,B1,B2,,,complete
T05_talking_to_neighbor_take05.mp4,02_clips\talking_to_neighbor\T05_talking_to_neighbor_take05.mp4,talking_to_neighbor,,T05,5,B2,B3,,,complete
T05_talking_to_neighbor_take06.mp4,02_clips\talking_to_neighbor\T05_talking_to_neighbor_take06.mp4,talking_to_neighbor,,T05,6,B3,B4,,,complete
T06_talking_to_neighbor_take01.mp4,02_clips\talking_to_neighbor\T06_talking_to_neighbor_take01.mp4,talking_to_neighbor,,T06,1,A1,A2,,,complete
T06_talking_to_neighbor_take02.mp4,02_clips\talking_to_neighbor\T06_talking_to_neighbor_take02.mp4,talking_to_neighbor,,T06,2,A2,A3,,,complete
T06_talking_to_neighbor_take03.mp4,02_clips\talking_to_neighbor\T06_talking_to_neighbor_take03.mp4,talking_to_neighbor,,T06,3,A3,A4,,,complete
T06_talking_to_neighbor_take04.mp4,02_clips\talking_to_neighbor\T06_talking_to_neighbor_take04.mp4,talking_to_neighbor,,T06,4,B1,B2,,,complete
T06_talking_to_neighbor_take05.mp4,02_clips\talking_to_neighbor\T06_talking_to_neighbor_take05.mp4,talking_to_neighbor,,T06,5,B2,B3,,,complete
T06_talking_to_neighbor_take06.mp4,02_clips\talking_to_neighbor\T06_talking_to_neighbor_take06.mp4,talking_to_neighbor,,T06,6,B3,B4,,,complete
T07_talking_to_neighbor_take01.mp4,02_clips\talking_to_neighbor\T07_talking_to_neighbor_take01.mp4,talking_to_neighbor,,T07,1,A1,A2,,,complete
T07_talking_to_neighbor_take02.mp4,02_clips\talking_to_neighbor\T07_talking_to_neighbor_take02.mp4,talking_to_neighbor,,T07,2,A2,A3,,,complete
T07_talking_to_neighbor_take03.mp4,02_clips\talking_to_neighbor\T07_talking_to_neighbor_take03.mp4,talking_to_neighbor,,T07,3,A3,A4,Movements from Anupam (B1),,exclude
T07_talking_to_neighbor_take04.mp4,02_clips\talking_to_neighbor\T07_talking_to_neighbor_take04.mp4,talking_to_neighbor,,T07,4,B1,B2,,,complete
T07_talking_to_neighbor_take05.mp4,02_clips\talking_to_neighbor\T07_talking_to_neighbor_take05.mp4,talking_to_neighbor,,T07,5,B2,B3,,,complete
T07_talking_to_neighbor_take06.mp4,02_clips\talking_to_neighbor\T07_talking_to_neighbor_take06.mp4,talking_to_neighbor,,T07,6,B3,B4,,,complete
T08_talking_to_neighbor_take01.mp4,02_clips\talking_to_neighbor\T08_talking_to_neighbor_take01.mp4,talking_to_neighbor,,T08,1,A1,A2,,,complete
T08_talking_to_neighbor_take02.mp4,02_clips\talking_to_neighbor\T08_talking_to_neighbor_take02.mp4,talking_to_neighbor,,T08,2,A2,A3,,,complete
T08_talking_to_neighbor_take03.mp4,02_clips\talking_to_neighbor\T08_talking_to_neighbor_take03.mp4,talking_to_neighbor,,T08,3,A3,A4,,,complete
T08_talking_to_neighbor_take04.mp4,02_clips\talking_to_neighbor\T08_talking_to_neighbor_take04.mp4,talking_to_neighbor,,T08,4,B1,B2,,,complete
T08_talking_to_neighbor_take05.mp4,02_clips\talking_to_neighbor\T08_talking_to_neighbor_take05.mp4,talking_to_neighbor,,T08,5,B2,B3,,,complete
T08_talking_to_neighbor_take06.mp4,02_clips\talking_to_neighbor\T08_talking_to_neighbor_take06.mp4,talking_to_neighbor,,T08,6,B3,B4,,,complete
LD01_looking_down_take01.mp4,02_clips\looking_down\LD01_looking_down_take01.mp4,looking_down,,LD01,1,A1,A2,,,complete
LD01_looking_down_take02.mp4,02_clips\looking_down\LD01_looking_down_take02.mp4,looking_down,,LD01,2,A2,A3,,,complete
LD01_looking_down_take03.mp4,02_clips\looking_down\LD01_looking_down_take03.mp4,looking_down,,LD01,3,A3,A4,,,complete
LD01_looking_down_take04.mp4,02_clips\looking_down\LD01_looking_down_take04.mp4,looking_down,,LD01,4,A4,A3,,,complete
LD01_looking_down_take05.mp4,02_clips\looking_down\LD01_looking_down_take05.mp4,looking_down,,LD01,5,B1,B2,,,complete
LD01_looking_down_take06.mp4,02_clips\looking_down\LD01_looking_down_take06.mp4,looking_down,,LD01,6,B2,B3,,,complete
LD01_looking_down_take07.mp4,02_clips\looking_down\LD01_looking_down_take07.mp4,looking_down,,LD01,7,B3,B4,,,complete
LD01_looking_down_take08.mp4,02_clips\looking_down\LD01_looking_down_take08.mp4,looking_down,,LD01,8,B4,B3,,,complete
LD02_looking_down_take01.mp4,02_clips\looking_down\LD02_looking_down_take01.mp4,looking_down,,LD02,1,A1,A2,,,complete
LD02_looking_down_take02.mp4,02_clips\looking_down\LD02_looking_down_take02.mp4,looking_down,,LD02,2,A2,A3,,,complete
